0.000000000000000000e+00 9.999999993055556091e-01 6.944444444444441832e-10 0.000000000000000000e+00 9.991666516262356357e-01
5.000000000000000000e-01 9.999996235556051216e-01 3.764443948714731886e-07 8.368487135638838038e-59 5.456012533008148813e-01
1.000000000000000000e+00 9.999994191035701530e-01 5.808964298879122233e-07 1.815076498084749431e-41 2.955703122335056054e-01
1.500000000000000000e+00 9.999994074865058424e-01 5.925134941249321437e-07 4.008472023894217308e-32 1.090122866013926445e-26
2.000000000000000000e+00 9.999994074865058424e-01 5.925134941249321437e-07 5.480769520900221357e-26 2.114819170761611340e-20
2.500000000000000000e+00 9.999994074865058424e-01 5.925134941249307672e-07 1.357455288620485530e-21 6.963236533786956708e-16
3.000000000000000000e+00 9.999994074865058424e-01 5.925134941223539871e-07 2.702197202359221557e-18 1.770707698969413049e-12
3.500000000000000000e+00 9.999994074865058424e-01 5.925134932403434496e-07 9.536864420840160641e-16 7.774356503356053874e-10
4.000000000000000000e+00 9.999994074864947402e-01 5.925134090738456901e-07 9.561360507407036303e-14 9.517127750135335992e-08
4.500000000000000000e+00 9.999994074858974402e-01 5.925104097680438471e-07 3.691513594444857305e-12 4.424762741645992027e-06
5.000000000000000000e+00 9.999994074702293068e-01 5.924621647250246416e-07 6.760459319032373797e-11 9.647344621057765191e-05
5.500000000000000000e+00 9.999994072492912611e-01 5.920687399140030899e-07 6.819675312688902329e-10 1.145937812208580207e-03
6.000000000000000000e+00 9.999994053808543004e-01 5.903835717736559720e-07 4.235572717155793855e-09 8.278266386767953872e-03
6.500000000000000000e+00 9.999993950744350268e-01 5.872808586748172698e-07 1.764470494282758764e-08 3.953655969513356766e-02
7.000000000000000000e+00 9.999993554568318288e-01 5.917670168090845869e-07 5.277615003913132445e-08 1.333456100483264573e-01
7.500000000000000000e+00 9.999992433927700208e-01 6.367189769893409321e-07 1.198882516786490229e-07 3.354436394740747396e-01
8.000000000000000000e+00 9.999989988959916420e-01 7.840183815979684202e-07 2.170856253191314737e-07 6.601331565154626713e-01
8.500000000000000000e+00 9.999985695422456411e-01 1.103219197957399170e-06 3.272385549128987120e-07 1.061533918498351214e+00
9.000000000000000000e+00 9.999979378507044547e-01 1.634640903660992138e-06 4.275083903448935297e-07 1.453344328830055598e+00
9.500000000000000000e+00 9.999971286947126892e-01 2.368857509340696783e-06 5.024477764983772803e-07 1.761443441485957218e+00
1.000000000000000000e+01 9.999961928493281693e-01 3.257848336319053136e-06 5.493023333236362224e-07 1.958988220719966478e+00
1.050000000000000000e+01 9.999951830216917692e-01 4.242768032715917682e-06 5.742102672821469067e-07 2.061702190292184156e+00
1.100000000000000000e+01 9.999941386916043617e-01 5.275675342468799563e-06 5.856329804748858925e-07 2.102295708971119392e+00
1.150000000000000000e+01 9.999930833012030673e-01 6.326461298008128462e-06 5.902368907929174593e-07 2.109833089595113176e+00
1.200000000000000000e+01 9.999920283483778594e-01 7.379609216372731778e-06 5.920382640871023058e-07 2.102768555526635108e+00
1.250000000000000000e+01 9.999909783861611334e-01 8.428209958237452938e-06 5.933808538823751927e-07 2.091142875374381926e+00
1.300000000000000000e+01 9.999899339375369900e-01 9.469356718034426209e-06 5.965996108849953725e-07 2.082004974526504348e+00
1.350000000000000000e+01 9.999888914448377131e-01 1.050201001973283302e-05 6.061334237490065832e-07 2.085724687537109379e+00
1.400000000000000000e+01 9.999878398762014342e-01 1.152768659943757633e-05 6.310743186814636212e-07 2.123003362683371087e+00
1.450000000000000000e+01 9.999867538489269903e-01 1.255477790492014878e-05 6.874748210274942851e-07 2.231364326667575337e+00
1.500000000000000000e+01 9.999855843630979235e-01 1.360704350026059408e-05 7.988461592975305132e-07 2.467426756550745726e+00
1.550000000000000000e+01 9.999842503872539146e-01 1.473477734270070813e-05 9.933017290640734955e-07 2.900666974795828690e+00
1.600000000000000000e+01 9.999826359664300002e-01 1.602421018016265649e-05 1.297364447864627677e-06 3.597975622281519570e+00
1.650000000000000000e+01 9.999805963312119461e-01 1.759948822295389511e-05 1.728739038213639085e-06 4.604536115070768432e+00
1.700000000000000000e+01 9.999779725664317276e-01 1.961402928610459024e-05 2.291482602391767764e-06 5.930307319515016218e+00
1.750000000000000000e+01 9.999746101046227409e-01 2.223318983909423506e-05 2.975845323212546543e-06 7.548876491954207069e+00
1.800000000000000000e+01 9.999703746298840290e-01 2.561445450076778693e-05 3.762411808863596067e-06 9.408255009815981396e+00
1.850000000000000000e+01 9.999651609144527553e-01 2.989186956971112068e-05 4.628065481743431747e-06 1.144693463824475899e+01
1.900000000000000000e+01 9.999588939629646678e-01 3.516834206286490995e-05 5.551065766428871207e-06 1.360747617021299405e+01
1.950000000000000000e+01 9.999515249135622064e-01 4.151535214585364675e-05 6.513877692615728980e-06 1.584361176645675506e+01
2.000000000000000000e+01 9.999430249227244660e-01 4.897715464885591823e-05 7.504052824395222018e-06 1.812163052382127404e+01
2.050000000000000000e+01 9.999333790802183985e-01 5.757642413705323651e-05 8.514409040132409810e-06 2.041951488421419469e+01
2.100000000000000000e+01 9.999225805781566390e-01 6.731966434769192742e-05 9.543796659061148002e-06 2.272725104307893673e+01
2.150000000000000000e+01 9.999106240174213678e-01 7.820232510433007479e-05 1.059920915498734232e-05 2.505010494782990094e+01
2.200000000000000000e+01 9.998974963238845826e-01 9.021471147310102900e-05 1.169926389032547922e-05 2.741473876505862250e+01
2.250000000000000000e+01 9.998831642222087979e-01 1.033502179348611211e-04 1.287833891962887903e-05 2.987647395377358350e+01
2.300000000000000000e+01 9.998675583412596213e-01 1.176171471486362076e-04 1.419006131688522032e-05 3.252500889787039284e+01
2.350000000000000000e+01 9.998505554529365513e-01 1.330543940129198831e-04 1.570864141422199074e-05 3.548575165121469865e+01
2.400000000000000000e+01 9.998319615666235727e-01 1.497498002289364926e-04 1.752696215885617351e-05 3.891493342608112016e+01
2.450000000000000000e+01 9.998114990430264637e-01 1.678585517184654331e-04 1.975133137952368628e-05 4.298869528479833235e+01
2.500000000000000000e+01 9.997888002215249426e-01 1.876183009306044288e-04 2.249398239990483311e-05 4.788856933335326715e+01
2.550000000000000000e+01 9.997634084611541905e-01 2.093581811485731488e-04 2.586517770263605729e-05 5.378706245944795228e+01
2.600000000000000000e+01 9.997347856575091729e-01 2.335003705152885185e-04 2.996674183008816604e-05 6.083669510741145814e+01
2.650000000000000000e+01 9.997023240138424027e-01 2.605546543457736637e-04 3.488809908934994080e-05 6.916411612493851635e+01
2.700000000000000000e+01 9.996653595590854202e-01 2.911077270972431213e-04 4.070489700331313446e-05 7.886886250970709966e+01
2.750000000000000000e+01 9.996231854849095821e-01 3.258093574998359790e-04 4.747960681186829481e-05 9.002507702365458897e+01
2.800000000000000000e+01 9.995750642635239380e-01 3.653571578834613693e-04 5.526339043309660206e-05 1.026845221259009975e+02
2.850000000000000000e+01 9.995202381191176100e-01 4.104810548043274468e-04 6.409891029974666872e-05 1.168802068187655294e+02
2.900000000000000000e+01 9.994579374722782905e-01 4.619281447339295527e-04 7.402428672791880055e-05 1.326310831438126172e+02
2.950000000000000000e+01 9.993873865698253978e-01 5.204486506962909724e-04 8.507871824322421487e-05 1.499488553511068858e+02
3.000000000000000000e+01 9.993078050228414444e-01 5.867840707917224442e-04 9.731018388035328774e-05 1.688476906717727104e+02
3.050000000000000000e+01 9.992184037954884301e-01 6.616590386447385478e-04 1.107851744083221391e-04 1.893567075471241594e+02
3.100000000000000000e+01 9.991183745362979263e-01 7.457785984170662262e-04 1.255997529567979599e-04 2.115340101074592951e+02
3.150000000000000000e+01 9.990068719891371796e-01 8.398323487066922024e-04 1.418906956578267658e-04 2.354802391162757544e+02
3.200000000000000000e+01 9.988829903125193699e-01 9.445062187961754179e-04 1.598452423272551438e-04 2.613494581529249672e+02
3.250000000000000000e+01 9.987457351206442402e-01 1.060501662538772261e-03 1.797081992705056356e-04 2.893557491680712133e+02
3.300000000000000000e+01 9.985939936302727915e-01 1.188561051996584210e-03 2.017857096101340877e-04 3.197749234978030017e+02
3.350000000000000000e+01 9.984265053166113679e-01 1.329497293030453215e-03 2.264457218500985527e-04 3.529418451988472611e+02
3.400000000000000000e+01 9.982418350295586551e-01 1.484225333666574663e-03 2.541157768501192422e-04 3.892445961508371397e+02
3.450000000000000000e+01 9.980383498463385461e-01 1.653793290683297284e-03 2.852790081409437473e-04 4.291168635649968337e+02
3.500000000000000000e+01 9.978142003244850899e-01 1.839411227883539944e-03 3.204691876473270769e-04 4.730295669290276805e+02
3.550000000000000000e+01 9.975673064588228556e-01 2.042475971755410274e-03 3.602653877089768151e-04 5.214821626457317052e+02
3.600000000000000000e+01 9.972953485525088979e-01 2.264590596415997671e-03 4.052865824144108974e-04 5.749936280133491664e+02
3.650000000000000000e+01 9.969957632482310261e-01 2.507577330024220608e-03 4.561864399998155259e-04 6.340930566012527834e+02
3.700000000000000000e+01 9.966657449394155099e-01 2.773482731193868331e-03 5.136486962834396633e-04 6.993100873266921553e+02
3.750000000000000000e+01 9.963022525593272505e-01 3.064574205028264796e-03 5.783837455686997907e-04 7.711658343152563475e+02
3.800000000000000000e+01 9.959020213216881467e-01 3.383327376832056220e-03 6.511272716134577877e-04 8.501653113026850406e+02
3.850000000000000000e+01 9.954615784752351981e-01 3.732404513932846730e-03 7.326417249149611965e-04 9.367923587621875186e+02
3.900000000000000000e+01 9.949772617083600945e-01 4.114624971069659465e-03 8.237211883570748610e-04 1.031507754265984659e+03
3.950000000000000000e+01 9.944452386423633383e-01 4.532929361709339341e-03 9.251997296634676977e-04 1.134750645913927428e+03
4.000000000000000000e+01 9.938615259375428446e-01 4.990339665632586262e-03 1.037962860658786339e-03 1.246942904380895243e+03
4.050000000000000000e+01 9.932220068582733319e-01 5.489917678900055505e-03 1.162961361730025824e-03 1.368495626701051606e+03
4.100000000000000000e+01 9.925224465861750556e-01 6.034724093742895382e-03 1.301226577474535150e-03 1.499816926667747794e+03
4.150000000000000000e+01 9.917585050086140663e-01 6.627780137146464974e-03 1.453886344854590567e-03 1.641320269651807166e+03
4.200000000000000000e+01 9.909257470598065165e-01 7.272033206407423934e-03 1.622180893257295364e-03 1.793432822723551681e+03
4.250000000000000000e+01 9.900196509397307665e-01 7.970327413056938620e-03 1.807478235379216284e-03 1.956603448441849196e+03
4.300000000000000000e+01 9.890356147288456024e-01 8.725379433538580157e-03 2.011288650886371675e-03 2.131309983470914631e+03
4.350000000000000000e+01 9.879689621255491883e-01 9.539759567258349754e-03 2.235277820007753029e-03 2.318065315424285018e+03
4.400000000000000000e+01 9.868149483081946061e-01 1.041587739473060457e-02 2.481278034459089617e-03 2.517421588415697897e+03
4.450000000000000000e+01 9.855687672604666050e-01 1.135597089276133703e-02 2.751296786942914342e-03 2.729971747146397320e+03
4.500000000000000000e+01 9.842255622375332136e-01 1.236209731760446601e-02 3.047522005001530431e-03 2.956347661783956028e+03
4.550000000000000000e+01 9.827804412985923221e-01 1.343612367171849106e-02 3.372323294562364938e-03 3.197214286592000917e+03
4.600000000000000000e+01 9.812284999038012323e-01 1.457971421457802952e-02 3.728248778635682385e-03 3.453259650114281612e+03
4.650000000000000000e+01 9.795648524224014331e-01 1.579431235193694619e-02 4.118017397453024343e-03 3.725180867943997328e+03
4.700000000000000000e+01 9.777846740253169910e-01 1.708111440006201270e-02 4.544506805114213385e-03 4.013666724248373157e+03
4.750000000000000000e+01 9.758832538803083878e-01 1.844103318302029934e-02 5.010737202030515931e-03 4.319377630759634485e+03
4.800000000000000000e+01 9.738560598905435794e-01 1.987465014450664341e-02 5.519851567622742310e-03 4.642923930271462268e+03
4.850000000000000000e+01 9.716988144775471348e-01 2.138215556772844750e-02 6.075092823467715709e-03 4.984843585745564269e+03
4.900000000000000000e+01 9.694075801561966577e-01 2.296327750861703806e-02 6.679778496612417786e-03 5.345580314206940784e+03
4.950000000000000000e+01 9.669788529229861318e-01 2.461720107260441728e-02 7.337273488460238462e-03 5.725463202317220748e+03
5.000000000000000000e+01 9.644096608174053120e-01 2.634248062994982292e-02 8.050961582559646931e-03 6.124688772658319976e+03
5.050000000000000000e+01 9.616976644624082304e-01 2.813694841093599200e-02 8.824216315380958506e-03 6.543306337179262300e+03
5.100000000000000000e+01 9.588412559905318266e-01 2.999762360386442478e-02 9.660371748368581576e-03 6.981207260120082537e+03
5.150000000000000000e+01 9.558396525620354023e-01 3.192062655689256734e-02 1.056269348954336044e-02 7.438118458452971936e+03
5.200000000000000000e+01 9.526929807118900140e-01 3.390110292670425046e-02 1.153435001980897094e-02 7.913600120371820594e+03
5.250000000000000000e+01 9.494023480309696783e-01 3.593316259895423109e-02 1.257838401745519502e-02 8.407047269274213249e+03
5.300000000000000000e+01 9.459698991713690885e-01 3.800983791784971061e-02 1.369768300323780455e-02 8.917694496643336606e+03
5.350000000000000000e+01 9.423988538172649587e-01 4.012306521503628681e-02 1.489494831392831897e-02 9.444622977732300569e+03
5.400000000000000000e+01 9.386935250142877107e-01 4.226369285229433087e-02 1.617266120949657077e-02 9.986768793753150021e+03
5.450000000000000000e+01 9.348593170303645117e-01 4.442151803789987780e-02 1.753304486105912094e-02 1.054293161426091865e+04
5.500000000000000000e+01 9.309027026656999659e-01 4.658535360367299649e-02 1.897802106247369058e-02 1.111178292532620981e+04
5.550000000000000000e+01 9.268311805915631085e-01 4.874312480208463361e-02 2.050916074906464909e-02 1.169187319440074316e+04
5.600000000000000000e+01 9.226532138493424018e-01 5.088199505840436399e-02 2.212762777392423760e-02 1.228163761127907310e+04
5.650000000000000000e+01 9.183781510744185583e-01 5.298851853975020121e-02 2.383411586343487862e-02 1.287940030930455760e+04
5.700000000000000000e+01 9.140161323306777996e-01 5.504881641792586794e-02 2.562877922451522669e-02 1.348337722921687055e+04
5.750000000000000000e+01 9.095779816687311614e-01 5.704877283383699010e-02 2.751115787684690894e-02 1.409167801978686657e+04
5.800000000000000000e+01 9.050750886775719151e-01 5.897424584008462839e-02 2.948009939586278619e-02 1.470230755598919131e+04
5.850000000000000000e+01 9.005192814099548526e-01 6.081128802438687947e-02 3.153367932989690342e-02 1.531316778013509429e+04
5.900000000000000000e+01 8.959226931467022537e-01 6.254637111782974934e-02 3.366912304697408653e-02 1.592206062173055579e+04
5.950000000000000000e+01 8.912976255371618528e-01 6.416660868466300682e-02 3.588273212700239523e-02 1.652669272317141440e+04
6.000000000000000000e+01 8.866564107145699092e-01 6.565997098617233629e-02 3.816981861085005229e-02 1.712468259608665176e+04
